client_id,Delinquent90
75000,0.2
75001,0.6
75002,0.0
75003,0.3
75004,0.0
75005,0.0
75006,0.0
75007,0.0
75008,0.1
75009,0.2
75010,0.0
75011,0.0
75012,0.3
75013,0.0
75014,0.3
75015,0.1
75016,0.2
75017,0.0
75018,0.0
75019,0.0
75020,0.0
75021,0.2
75022,0.1
75023,0.0
75024,0.1
75025,0.1
75026,0.0
75027,0.0
75028,0.1
75029,0.0
75030,0.0
75031,0.0
75032,0.0
75033,0.1
75034,0.0
75035,0.0
75036,0.0
75037,0.0
75038,0.0
75039,0.0
75040,0.0
75041,0.0
75042,0.0
75043,0.0
75044,0.0
75045,0.0
75046,0.0
75047,0.0
75048,0.1
75049,0.1
75050,0.0
75051,0.0
75052,0.3
75053,0.0
75054,0.1
75055,0.0
75056,0.1
75057,0.1
75058,0.0
75059,0.3
75060,0.2
75061,0.0
75062,0.0
75063,0.0
75064,0.0
75065,0.0
75066,0.0
75067,0.0
75068,0.0
75069,0.0
75070,0.0
75071,0.1
75072,0.1
75073,0.0
75074,0.0
75075,0.0
75076,0.0
75077,0.1
75078,0.3
75079,0.0
75080,0.0
75081,0.1
75082,0.0
75083,0.0
75084,0.0
75085,0.1
75086,0.0
75087,0.0
75088,0.0
75089,0.0
75090,0.0
75091,0.1
75092,0.2
75093,0.0
75094,0.0
75095,0.0
75096,0.0
75097,0.0
75098,0.0
75099,0.0
75100,0.1
75101,0.0
75102,0.0
75103,0.0
75104,0.5
75105,0.2
75106,0.0
75107,0.2
75108,0.0
75109,0.0
75110,0.0
75111,0.0
75112,0.0
75113,0.0
75114,0.0
75115,0.0
75116,0.0
75117,0.0
75118,0.0
75119,0.1
75120,0.0
75121,0.0
75122,0.0
75123,0.5
75124,0.0
75125,0.0
75126,0.0
75127,0.1
75128,0.1
75129,0.1
75130,0.0
75131,0.0
75132,0.3
75133,0.0
75134,0.3
75135,0.0
75136,0.4
75137,0.0
75138,0.0
75139,0.0
75140,0.0
75141,0.0
75142,0.1
75143,0.0
75144,0.1
75145,0.4
75146,0.0
75147,0.0
75148,0.0
75149,0.0
75150,0.6
75151,0.0
75152,0.1
75153,0.0
75154,0.0
75155,0.0
75156,0.0
75157,0.0
75158,0.0
75159,0.0
75160,0.0
75161,0.0
75162,0.3
75163,0.0
75164,0.0
75165,0.0
75166,0.3
75167,0.2
75168,0.1
75169,0.0
75170,0.2
75171,0.0
75172,0.0
75173,0.0
75174,0.1
75175,0.0
75176,0.1
75177,0.0
75178,0.0
75179,0.0
75180,0.0
75181,0.1
75182,0.1
75183,0.0
75184,0.4
75185,0.1
75186,0.0
75187,0.0
75188,0.0
75189,0.0
75190,0.0
75191,0.0
75192,0.1
75193,0.0
75194,0.3
75195,0.0
75196,0.0
75197,0.1
75198,0.1
75199,0.0
75200,0.0
75201,0.5
75202,0.1
75203,0.0
75204,0.1
75205,0.0
75206,0.0
75207,0.1
75208,0.0
75209,0.0
75210,0.0
75211,0.0
75212,0.0
75213,0.0
75214,0.3
75215,0.1
75216,0.0
75217,0.3
75218,0.0
75219,0.0
75220,0.1
75221,0.0
75222,0.0
75223,0.0
75224,0.0
75225,0.0
75226,0.0
75227,0.0
75228,0.0
75229,0.3
75230,0.2
75231,0.0
75232,0.1
75233,0.0
75234,0.2
75235,0.0
75236,0.1
75237,0.3
75238,0.0
75239,0.0
75240,0.0
75241,0.0
75242,0.4
75243,0.0
75244,0.0
75245,0.2
75246,0.0
75247,0.0
75248,0.0
75249,0.0
75250,0.1
75251,0.0
75252,0.0
75253,0.0
75254,0.1
75255,0.0
75256,0.1
75257,0.1
75258,0.0
75259,0.1
75260,0.1
75261,0.1
75262,0.0
75263,0.0
75264,0.0
75265,0.0
75266,0.0
75267,0.0
75268,0.0
75269,0.0
75270,0.0
75271,0.1
75272,0.2
75273,0.0
75274,0.1
75275,0.0
75276,0.1
75277,0.0
75278,0.1
75279,0.0
75280,0.0
75281,0.1
75282,0.0
75283,0.0
75284,0.0
75285,0.0
75286,0.0
75287,0.1
75288,0.1
75289,0.0
75290,0.0
75291,0.0
75292,0.0
75293,0.2
75294,0.0
75295,0.0
75296,0.0
75297,0.0
75298,0.0
75299,0.0
75300,0.1
75301,0.5
75302,0.0
75303,0.0
75304,0.3
75305,0.0
75306,0.0
75307,0.0
75308,0.0
75309,0.1
75310,0.0
75311,0.1
75312,0.1
75313,0.1
75314,0.0
75315,0.0
75316,0.0
75317,0.0
75318,0.4
75319,0.1
75320,0.0
75321,0.0
75322,0.0
75323,0.0
75324,0.0
75325,0.4
75326,0.0
75327,0.1
75328,0.0
75329,0.1
75330,0.0
75331,0.0
75332,0.0
75333,0.1
75334,0.0
75335,0.0
75336,0.0
75337,0.2
75338,0.0
75339,0.0
75340,0.0
75341,0.0
75342,0.0
75343,0.0
75344,0.1
75345,0.0
75346,0.0
75347,0.0
75348,0.0
75349,0.0
75350,0.0
75351,0.0
75352,0.0
75353,0.0
75354,0.3
75355,0.0
75356,0.0
75357,0.1
75358,0.0
75359,0.0
75360,0.0
75361,0.4
75362,0.1
75363,0.0
75364,0.0
75365,0.0
75366,0.0
75367,0.0
75368,0.0
75369,0.1
75370,0.0
75371,0.0
75372,0.0
75373,0.2
75374,0.1
75375,0.0
75376,0.0
75377,0.1
75378,0.0
75379,0.0
75380,0.0
75381,0.0
75382,0.0
75383,0.5
75384,0.0
75385,0.1
75386,0.3
75387,0.1
75388,0.0
75389,0.0
75390,0.0
75391,0.0
75392,0.0
75393,0.1
75394,0.0
75395,0.0
75396,0.1
75397,0.0
75398,0.0
75399,0.0
75400,0.6
75401,0.0
75402,0.0
75403,0.0
75404,0.3
75405,0.5
75406,0.0
75407,0.0
75408,0.0
75409,0.1
75410,0.2
75411,0.0
75412,0.0
75413,0.1
75414,0.2
75415,0.0
75416,0.0
75417,0.1
75418,0.1
75419,0.0
75420,0.2
75421,0.0
75422,0.0
75423,0.0
75424,0.0
75425,0.0
75426,0.1
75427,0.6
75428,0.0
75429,0.0
75430,0.2
75431,0.0
75432,0.1
75433,0.0
75434,0.1
75435,0.0
75436,0.0
75437,0.0
75438,0.1
75439,0.0
75440,0.0
75441,0.0
75442,0.0
75443,0.0
75444,0.1
75445,0.1
75446,0.0
75447,0.8
75448,0.0
75449,0.0
75450,0.0
75451,0.0
75452,0.0
75453,0.0
75454,0.0
75455,0.0
75456,0.2
75457,0.0
75458,0.1
75459,0.0
75460,0.0
75461,0.0
75462,0.0
75463,0.1
75464,0.5
75465,0.0
75466,0.6
75467,0.0
75468,0.0
75469,0.0
75470,0.0
75471,0.0
75472,0.0
75473,0.0
75474,0.1
75475,0.0
75476,0.0
75477,0.0
75478,0.0
75479,0.0
75480,0.1
75481,0.0
75482,0.0
75483,0.0
75484,0.2
75485,0.2
75486,0.0
75487,0.1
75488,0.2
75489,0.4
75490,0.0
75491,0.0
75492,0.0
75493,0.0
75494,0.4
75495,0.0
75496,0.0
75497,0.0
75498,0.0
75499,0.0
75500,0.2
75501,0.0
75502,0.0
75503,0.0
75504,0.0
75505,0.0
75506,0.0
75507,0.0
75508,0.0
75509,0.3
75510,0.5
75511,0.3
75512,0.1
75513,0.2
75514,0.0
75515,0.2
75516,0.1
75517,0.2
75518,0.0
75519,0.1
75520,0.3
75521,0.0
75522,0.2
75523,0.0
75524,0.0
75525,0.1
75526,0.1
75527,0.0
75528,0.0
75529,0.0
75530,0.0
75531,0.0
75532,0.1
75533,0.4
75534,0.0
75535,0.1
75536,0.0
75537,0.0
75538,0.0
75539,0.7
75540,0.0
75541,0.1
75542,0.5
75543,0.2
75544,0.0
75545,0.2
75546,0.0
75547,0.0
75548,0.0
75549,0.0
75550,0.3
75551,0.0
75552,0.0
75553,0.4
75554,0.2
75555,0.0
75556,0.1
75557,0.0
75558,0.0
75559,0.1
75560,0.0
75561,0.1
75562,0.3
75563,0.0
75564,0.0
75565,0.0
75566,0.0
75567,0.1
75568,0.0
75569,0.2
75570,0.0
75571,0.0
75572,0.0
75573,0.1
75574,0.1
75575,0.0
75576,0.5
75577,0.0
75578,0.0
75579,0.1
75580,0.0
75581,0.0
75582,0.0
75583,0.4
75584,0.0
75585,0.0
75586,0.0
75587,0.1
75588,0.0
75589,0.0
75590,0.0
75591,0.5
75592,0.2
75593,0.0
75594,0.0
75595,0.5
75596,0.1
75597,0.1
75598,0.0
75599,0.0
75600,0.0
75601,0.0
75602,0.0
75603,0.0
75604,0.2
75605,0.0
75606,0.0
75607,0.5
75608,0.1
75609,0.2
75610,0.2
75611,0.0
75612,0.0
75613,0.0
75614,0.0
75615,0.0
75616,0.0
75617,0.9
75618,0.0
75619,0.0
75620,0.3
75621,0.1
75622,0.0
75623,0.0
75624,0.5
75625,0.3
75626,0.0
75627,0.0
75628,0.2
75629,0.0
75630,0.2
75631,0.1
75632,0.0
75633,0.0
75634,0.0
75635,0.0
75636,0.0
75637,0.1
75638,0.0
75639,0.3
75640,0.0
75641,0.0
75642,0.1
75643,0.0
75644,0.0
75645,0.2
75646,0.0
75647,0.0
75648,0.2
75649,0.1
75650,0.1
75651,0.0
75652,0.2
75653,0.0
75654,0.0
75655,0.1
75656,0.0
75657,0.0
75658,0.8
75659,0.2
75660,0.7
75661,0.0
75662,0.0
75663,0.2
75664,0.0
75665,0.7
75666,0.0
75667,0.0
75668,0.0
75669,0.0
75670,0.0
75671,0.0
75672,0.0
75673,0.0
75674,0.0
75675,0.7
75676,0.1
75677,0.0
75678,0.0
75679,0.0
75680,0.1
75681,0.0
75682,0.0
75683,0.0
75684,0.0
75685,0.0
75686,0.1
75687,0.0
75688,0.0
75689,0.0
75690,0.0
75691,0.0
75692,0.0
75693,0.0
75694,0.0
75695,0.5
75696,0.0
75697,0.0
75698,0.3
75699,0.1
75700,0.1
75701,0.0
75702,0.0
75703,0.0
75704,0.0
75705,0.0
75706,0.0
75707,0.1
75708,0.0
75709,0.2
75710,0.0
75711,0.2
75712,0.1
75713,0.1
75714,0.0
75715,0.0
75716,0.0
75717,0.0
75718,0.1
75719,0.0
75720,0.0
75721,0.0
75722,0.0
75723,0.0
75724,0.0
75725,0.0
75726,0.0
75727,0.1
75728,0.0
75729,0.0
75730,0.0
75731,0.0
75732,0.0
75733,0.0
75734,0.2
75735,0.2
75736,0.3
75737,0.1
75738,0.1
75739,0.0
75740,0.0
75741,0.0
75742,0.0
75743,0.0
75744,0.0
75745,0.1
75746,0.0
75747,0.0
75748,0.0
75749,0.0
75750,0.0
75751,0.0
75752,0.0
75753,0.0
75754,0.0
75755,0.0
75756,0.0
75757,0.1
75758,0.0
75759,0.0
75760,0.1
75761,0.0
75762,0.0
75763,0.0
75764,0.0
75765,0.0
75766,0.0
75767,0.5
75768,0.0
75769,0.0
75770,0.0
75771,0.0
75772,0.0
75773,0.0
75774,0.1
75775,0.1
75776,0.6
75777,0.0
75778,0.0
75779,0.0
75780,0.0
75781,0.4
75782,0.0
75783,0.3
75784,0.0
75785,0.1
75786,0.0
75787,0.2
75788,0.0
75789,0.1
75790,0.1
75791,0.0
75792,0.0
75793,0.0
75794,0.3
75795,0.0
75796,0.0
75797,0.0
75798,0.0
75799,0.1
75800,0.1
75801,0.1
