client_id,Delinquent90
75000,0.04
75001,0.6133333333333333
75002,0.006666666666666667
75003,0.12
75004,0.0
75005,0.043333333333333335
75006,0.006666666666666667
75007,0.0033333333333333335
75008,0.013333333333333334
75009,0.06333333333333334
75010,0.17
75011,0.0033333333333333335
75012,0.08333333333333333
75013,0.0033333333333333335
75014,0.38
75015,0.29333333333333333
75016,0.16
75017,0.05
75018,0.0
75019,0.14333333333333334
75020,0.013333333333333334
75021,0.06333333333333334
75022,0.11
75023,0.0033333333333333335
75024,0.07
75025,0.19
75026,0.0033333333333333335
75027,0.0
75028,0.02666666666666667
75029,0.0033333333333333335
75030,0.006666666666666667
75031,0.0033333333333333335
75032,0.02
75033,0.03666666666666667
75034,0.0033333333333333335
75035,0.0
75036,0.006666666666666667
75037,0.006666666666666667
75038,0.0
75039,0.11666666666666667
75040,0.01
75041,0.013333333333333334
75042,0.0033333333333333335
75043,0.013333333333333334
75044,0.023333333333333334
75045,0.08666666666666667
75046,0.01
75047,0.02
75048,0.19333333333333333
75049,0.18
75050,0.0033333333333333335
75051,0.0
75052,0.2866666666666667
75053,0.006666666666666667
75054,0.016666666666666666
75055,0.02666666666666667
75056,0.03
75057,0.07666666666666666
75058,0.023333333333333334
75059,0.07
75060,0.21
75061,0.0
75062,0.08666666666666667
75063,0.0
75064,0.043333333333333335
75065,0.023333333333333334
75066,0.02666666666666667
75067,0.02
75068,0.043333333333333335
75069,0.006666666666666667
75070,0.03
75071,0.06
75072,0.043333333333333335
75073,0.03666666666666667
75074,0.11333333333333333
75075,0.01
75076,0.006666666666666667
75077,0.07333333333333333
75078,0.16666666666666666
75079,0.0
75080,0.013333333333333334
75081,0.17666666666666667
75082,0.0033333333333333335
75083,0.03666666666666667
75084,0.0033333333333333335
75085,0.013333333333333334
75086,0.03666666666666667
75087,0.01
75088,0.0
75089,0.016666666666666666
75090,0.0
75091,0.04666666666666667
75092,0.14333333333333334
75093,0.0
75094,0.013333333333333334
75095,0.03666666666666667
75096,0.0033333333333333335
75097,0.023333333333333334
75098,0.023333333333333334
75099,0.07666666666666666
75100,0.08333333333333333
75101,0.01
75102,0.0033333333333333335
75103,0.013333333333333334
75104,0.14333333333333334
75105,0.09
75106,0.013333333333333334
75107,0.04666666666666667
75108,0.0033333333333333335
75109,0.006666666666666667
75110,0.0033333333333333335
75111,0.1
75112,0.0033333333333333335
75113,0.01
75114,0.0
75115,0.03333333333333333
75116,0.0033333333333333335
75117,0.0
75118,0.013333333333333334
75119,0.33666666666666667
75120,0.006666666666666667
75121,0.056666666666666664
75122,0.006666666666666667
75123,0.13666666666666666
75124,0.0033333333333333335
75125,0.006666666666666667
75126,0.006666666666666667
75127,0.01
75128,0.15333333333333332
75129,0.04
75130,0.17
75131,0.016666666666666666
75132,0.3233333333333333
75133,0.01
75134,0.22333333333333333
75135,0.04666666666666667
75136,0.16
75137,0.0
75138,0.006666666666666667
75139,0.07333333333333333
75140,0.0
75141,0.006666666666666667
75142,0.07333333333333333
75143,0.016666666666666666
75144,0.13
75145,0.4166666666666667
75146,0.14666666666666667
75147,0.0033333333333333335
75148,0.10333333333333333
75149,0.02
75150,0.36333333333333334
75151,0.013333333333333334
75152,0.14
