client_id,Delinquent90
75000,0.020904716073147256
75001,0.2820357467434111
75002,0.020904716073147256
75003,0.020904716073147256
75004,0.020904716073147256
75005,0.020904716073147256
75006,0.020904716073147256
75007,0.020904716073147256
75008,0.020904716073147256
75009,0.09396284829721362
75010,0.09396284829721362
75011,0.020904716073147256
75012,0.020904716073147256
75013,0.020904716073147256
75014,0.3902439024390244
75015,0.18791064388961892
75016,0.10592592592592592
75017,0.020904716073147256
75018,0.020904716073147256
75019,0.09396284829721362
75020,0.020904716073147256
75021,0.09396284829721362
75022,0.10592592592592592
75023,0.020904716073147256
75024,0.10592592592592592
75025,0.09396284829721362
75026,0.020904716073147256
75027,0.020904716073147256
75028,0.020904716073147256
75029,0.020904716073147256
75030,0.020904716073147256
75031,0.020904716073147256
75032,0.10592592592592592
75033,0.09396284829721362
75034,0.020904716073147256
75035,0.020904716073147256
75036,0.020904716073147256
75037,0.020904716073147256
75038,0.020904716073147256
75039,0.10592592592592592
75040,0.020904716073147256
75041,0.020904716073147256
75042,0.020904716073147256
75043,0.020904716073147256
75044,0.020904716073147256
75045,0.020904716073147256
75046,0.020904716073147256
75047,0.020904716073147256
75048,0.2820357467434111
75049,0.18791064388961892
75050,0.020904716073147256
75051,0.020904716073147256
75052,0.2820357467434111
75053,0.020904716073147256
75054,0.020904716073147256
75055,0.020904716073147256
75056,0.09396284829721362
75057,0.2820357467434111
75058,0.09396284829721362
75059,0.09396284829721362
75060,0.10592592592592592
75061,0.020904716073147256
75062,0.10592592592592592
75063,0.020904716073147256
75064,0.020904716073147256
75065,0.020904716073147256
75066,0.020904716073147256
75067,0.020904716073147256
75068,0.020904716073147256
75069,0.020904716073147256
75070,0.020904716073147256
75071,0.020904716073147256
75072,0.020904716073147256
75073,0.09396284829721362
75074,0.09396284829721362
75075,0.020904716073147256
75076,0.020904716073147256
75077,0.2820357467434111
75078,0.10592592592592592
75079,0.020904716073147256
75080,0.020904716073147256
75081,0.10592592592592592
75082,0.020904716073147256
75083,0.020904716073147256
75084,0.020904716073147256
75085,0.020904716073147256
75086,0.020904716073147256
75087,0.020904716073147256
75088,0.020904716073147256
75089,0.020904716073147256
75090,0.020904716073147256
75091,0.020904716073147256
75092,0.09396284829721362
75093,0.020904716073147256
75094,0.020904716073147256
75095,0.09396284829721362
75096,0.020904716073147256
75097,0.020904716073147256
75098,0.020904716073147256
75099,0.020904716073147256
75100,0.10592592592592592
75101,0.020904716073147256
75102,0.020904716073147256
75103,0.020904716073147256
75104,0.09396284829721362
75105,0.2820357467434111
75106,0.020904716073147256
75107,0.020904716073147256
75108,0.020904716073147256
75109,0.020904716073147256
75110,0.020904716073147256
75111,0.09396284829721362
75112,0.020904716073147256
75113,0.020904716073147256
75114,0.020904716073147256
75115,0.020904716073147256
75116,0.020904716073147256
75117,0.020904716073147256
75118,0.020904716073147256
75119,0.4428989751098097
75120,0.020904716073147256
75121,0.09396284829721362
75122,0.020904716073147256
75123,0.10592592592592592
75124,0.020904716073147256
75125,0.020904716073147256
75126,0.020904716073147256
75127,0.020904716073147256
75128,0.10592592592592592
75129,0.09396284829721362
75130,0.10592592592592592
75131,0.09396284829721362
75132,0.4428989751098097
75133,0.020904716073147256
75134,0.5798192771084337
75135,0.10592592592592592
75136,0.10592592592592592
75137,0.020904716073147256
75138,0.020904716073147256
75139,0.10592592592592592
75140,0.020904716073147256
75141,0.020904716073147256
75142,0.020904716073147256
75143,0.020904716073147256
75144,0.09396284829721362
75145,0.2820357467434111
75146,0.10592592592592592
75147,0.020904716073147256
75148,0.10592592592592592
75149,0.020904716073147256
75150,0.2820357467434111
75151,0.020904716073147256
75152,0.09396284829721362
75153,0.020904716073147256
75154,0.020904716073147256
75155,0.020904716073147256
75156,0.020904716073147256
75157,0.020904716073147256
75158,0.020904716073147256
75159,0.020904716073147256
75160,0.020904716073147256
75161,0.020904716073147256
75162,0.10592592592592592
75163,0.020904716073147256
75164,0.020904716073147256
75165,0.020904716073147256
75166,0.020904716073147256
75167,0.020904716073147256
75168,0.020904716073147256
75169,0.020904716073147256
75170,0.2820357467434111
75171,0.020904716073147256
75172,0.09396284829721362
75173,0.020904716073147256
75174,0.020904716073147256
75175,0.020904716073147256
75176,0.10592592592592592
75177,0.020904716073147256
75178,0.10592592592592592
75179,0.020904716073147256
75180,0.020904716073147256
75181,0.09396284829721362
75182,0.020904716073147256
75183,0.020904716073147256
75184,0.4428989751098097
75185,0.020904716073147256
75186,0.020904716073147256
75187,0.020904716073147256
75188,0.020904716073147256
75189,0.020904716073147256
75190,0.10592592592592592
75191,0.020904716073147256
75192,0.020904716073147256
75193,0.020904716073147256
75194,0.4428989751098097
75195,0.020904716073147256
75196,0.2820357467434111
75197,0.020904716073147256
75198,0.10592592592592592
75199,0.020904716073147256
75200,0.020904716073147256
75201,0.2820357467434111
75202,0.09396284829721362
75203,0.020904716073147256
75204,0.09396284829721362
75205,0.020904716073147256
75206,0.020904716073147256
75207,0.18791064388961892
75208,0.020904716073147256
75209,0.020904716073147256
75210,0.020904716073147256
75211,0.10592592592592592
75212,0.10592592592592592
75213,0.020904716073147256
75214,0.020904716073147256
75215,0.020904716073147256
75216,0.020904716073147256
75217,0.09396284829721362
75218,0.020904716073147256
75219,0.09396284829721362
75220,0.020904716073147256
75221,0.020904716073147256
75222,0.020904716073147256
75223,0.020904716073147256
75224,0.020904716073147256
75225,0.020904716073147256
75226,0.020904716073147256
75227,0.020904716073147256
75228,0.020904716073147256
75229,0.020904716073147256
75230,0.09396284829721362
75231,0.020904716073147256
75232,0.10592592592592592
75233,0.020904716073147256
75234,0.18791064388961892
75235,0.020904716073147256
75236,0.09396284829721362
75237,0.09396284829721362
75238,0.020904716073147256
75239,0.020904716073147256
75240,0.020904716073147256
75241,0.020904716073147256
75242,0.2820357467434111
75243,0.020904716073147256
75244,0.020904716073147256
75245,0.09396284829721362
75246,0.020904716073147256
75247,0.020904716073147256
75248,0.09396284829721362
75249,0.020904716073147256
75250,0.10592592592592592
75251,0.020904716073147256
75252,0.020904716073147256
75253,0.020904716073147256
75254,0.020904716073147256
75255,0.020904716073147256
75256,0.020904716073147256
75257,0.10592592592592592
75258,0.020904716073147256
75259,0.2820357467434111
75260,0.10592592592592592
75261,0.020904716073147256
75262,0.020904716073147256
75263,0.020904716073147256
75264,0.020904716073147256
75265,0.020904716073147256
75266,0.020904716073147256
75267,0.020904716073147256
75268,0.020904716073147256
75269,0.020904716073147256
75270,0.020904716073147256
75271,0.020904716073147256
75272,0.2820357467434111
75273,0.020904716073147256
75274,0.10592592592592592
75275,0.09396284829721362
75276,0.10592592592592592
75277,0.020904716073147256
75278,0.020904716073147256
75279,0.020904716073147256
75280,0.020904716073147256
75281,0.10592592592592592
75282,0.020904716073147256
75283,0.020904716073147256
75284,0.020904716073147256
75285,0.020904716073147256
75286,0.020904716073147256
75287,0.18791064388961892
75288,0.09396284829721362
75289,0.020904716073147256
75290,0.020904716073147256
75291,0.020904716073147256
75292,0.020904716073147256
75293,0.3902439024390244
75294,0.020904716073147256
75295,0.10592592592592592
75296,0.020904716073147256
75297,0.020904716073147256
75298,0.020904716073147256
75299,0.020904716073147256
75300,0.10592592592592592
75301,0.2820357467434111
75302,0.020904716073147256
75303,0.020904716073147256
75304,0.2820357467434111
75305,0.020904716073147256
75306,0.020904716073147256
75307,0.020904716073147256
75308,0.020904716073147256
75309,0.020904716073147256
75310,0.020904716073147256
75311,0.09396284829721362
75312,0.020904716073147256
75313,0.10592592592592592
75314,0.020904716073147256
75315,0.020904716073147256
75316,0.10592592592592592
75317,0.020904716073147256
75318,0.09396284829721362
75319,0.020904716073147256
75320,0.2820357467434111
75321,0.020904716073147256
75322,0.020904716073147256
75323,0.09396284829721362
75324,0.020904716073147256
75325,0.10592592592592592
75326,0.020904716073147256
75327,0.09396284829721362
75328,0.020904716073147256
75329,0.020904716073147256
75330,0.020904716073147256
75331,0.020904716073147256
75332,0.020904716073147256
75333,0.10592592592592592
75334,0.020904716073147256
75335,0.10592592592592592
75336,0.10592592592592592
75337,0.18791064388961892
75338,0.020904716073147256
75339,0.10592592592592592
75340,0.020904716073147256
75341,0.020904716073147256
75342,0.020904716073147256
75343,0.020904716073147256
75344,0.10592592592592592
75345,0.10592592592592592
75346,0.020904716073147256
75347,0.09396284829721362
75348,0.020904716073147256
75349,0.020904716073147256
75350,0.020904716073147256
75351,0.020904716073147256
75352,0.020904716073147256
75353,0.020904716073147256
75354,0.4428989751098097
75355,0.020904716073147256
75356,0.020904716073147256
75357,0.020904716073147256
75358,0.020904716073147256
75359,0.020904716073147256
75360,0.020904716073147256
75361,0.18791064388961892
75362,0.020904716073147256
75363,0.020904716073147256
75364,0.020904716073147256
75365,0.020904716073147256
75366,0.020904716073147256
75367,0.020904716073147256
75368,0.020904716073147256
75369,0.10592592592592592
75370,0.020904716073147256
75371,0.020904716073147256
75372,0.020904716073147256
75373,0.3902439024390244
75374,0.020904716073147256
75375,0.020904716073147256
75376,0.020904716073147256
75377,0.020904716073147256
75378,0.020904716073147256
75379,0.020904716073147256
75380,0.020904716073147256
75381,0.020904716073147256
75382,0.09396284829721362
75383,0.2820357467434111
75384,0.020904716073147256
75385,0.020904716073147256
75386,0.020904716073147256
75387,0.10592592592592592
75388,0.020904716073147256
75389,0.18791064388961892
75390,0.020904716073147256
75391,0.020904716073147256
75392,0.020904716073147256
75393,0.020904716073147256
75394,0.10592592592592592
75395,0.09396284829721362
75396,0.09396284829721362
75397,0.020904716073147256
75398,0.020904716073147256
75399,0.020904716073147256
75400,0.5798192771084337
75401,0.020904716073147256
75402,0.020904716073147256
75403,0.020904716073147256
75404,0.2820357467434111
75405,0.10592592592592592
75406,0.020904716073147256
75407,0.09396284829721362
75408,0.020904716073147256
75409,0.020904716073147256
75410,0.18791064388961892
75411,0.10592592592592592
75412,0.020904716073147256
75413,0.020904716073147256
75414,0.10592592592592592
75415,0.10592592592592592
75416,0.09396284829721362
75417,0.020904716073147256
75418,0.10592592592592592
75419,0.020904716073147256
75420,0.020904716073147256
75421,0.020904716073147256
75422,0.020904716073147256
75423,0.10592592592592592
75424,0.020904716073147256
75425,0.10592592592592592
75426,0.020904716073147256
75427,0.10592592592592592
75428,0.020904716073147256
75429,0.020904716073147256
75430,0.10592592592592592
75431,0.09396284829721362
75432,0.020904716073147256
75433,0.020904716073147256
75434,0.10592592592592592
75435,0.020904716073147256
75436,0.10592592592592592
75437,0.020904716073147256
75438,0.020904716073147256
75439,0.020904716073147256
75440,0.020904716073147256
75441,0.020904716073147256
75442,0.020904716073147256
75443,0.020904716073147256
75444,0.020904716073147256
75445,0.020904716073147256
75446,0.020904716073147256
75447,0.2820357467434111
75448,0.020904716073147256
75449,0.09396284829721362
75450,0.020904716073147256
75451,0.020904716073147256
75452,0.020904716073147256
75453,0.020904716073147256
75454,0.020904716073147256
75455,0.020904716073147256
75456,0.09396284829721362
75457,0.09396284829721362
75458,0.10592592592592592
75459,0.020904716073147256
75460,0.020904716073147256
75461,0.10592592592592592
75462,0.020904716073147256
75463,0.020904716073147256
75464,0.18791064388961892
75465,0.020904716073147256
75466,0.18791064388961892
75467,0.020904716073147256
75468,0.020904716073147256
75469,0.10592592592592592
75470,0.020904716073147256
75471,0.020904716073147256
75472,0.10592592592592592
75473,0.09396284829721362
75474,0.020904716073147256
75475,0.020904716073147256
75476,0.020904716073147256
75477,0.020904716073147256
75478,0.020904716073147256
75479,0.09396284829721362
75480,0.2820357467434111
75481,0.020904716073147256
75482,0.020904716073147256
75483,0.020904716073147256
75484,0.10592592592592592
75485,0.020904716073147256
75486,0.020904716073147256
75487,0.020904716073147256
75488,0.020904716073147256
75489,0.5798192771084337
75490,0.020904716073147256
75491,0.020904716073147256
75492,0.020904716073147256
75493,0.09396284829721362
75494,0.2820357467434111
75495,0.020904716073147256
75496,0.020904716073147256
75497,0.020904716073147256
75498,0.10592592592592592
75499,0.020904716073147256
75500,0.10592592592592592
75501,0.020904716073147256
75502,0.020904716073147256
75503,0.10592592592592592
75504,0.09396284829721362
75505,0.020904716073147256
75506,0.020904716073147256
75507,0.020904716073147256
75508,0.020904716073147256
75509,0.10592592592592592
75510,0.2820357467434111
75511,0.18791064388961892
75512,0.10592592592592592
75513,0.020904716073147256
75514,0.020904716073147256
75515,0.09396284829721362
75516,0.10592592592592592
75517,0.020904716073147256
75518,0.020904716073147256
75519,0.020904716073147256
75520,0.2820357467434111
75521,0.020904716073147256
75522,0.10592592592592592
75523,0.020904716073147256
75524,0.020904716073147256
75525,0.020904716073147256
75526,0.2820357467434111
75527,0.020904716073147256
75528,0.020904716073147256
75529,0.020904716073147256
75530,0.020904716073147256
75531,0.020904716073147256
75532,0.020904716073147256
75533,0.09396284829721362
75534,0.020904716073147256
75535,0.10592592592592592
75536,0.020904716073147256
75537,0.020904716073147256
75538,0.020904716073147256
75539,0.18791064388961892
75540,0.020904716073147256
75541,0.020904716073147256
75542,0.4428989751098097
75543,0.4428989751098097
75544,0.020904716073147256
75545,0.09396284829721362
75546,0.020904716073147256
75547,0.020904716073147256
75548,0.020904716073147256
75549,0.020904716073147256
75550,0.18791064388961892
75551,0.020904716073147256
75552,0.09396284829721362
75553,0.2820357467434111
75554,0.09396284829721362
75555,0.020904716073147256
75556,0.020904716073147256
75557,0.020904716073147256
75558,0.020904716073147256
75559,0.020904716073147256
75560,0.020904716073147256
75561,0.020904716073147256
75562,0.2820357467434111
75563,0.020904716073147256
75564,0.020904716073147256
75565,0.020904716073147256
