id,dep_delayed_15min
0,0.07036094838364636
1,0.08248895383136029
2,0.07368375192891
3,0.23132419109742952
4,0.20560372094912416
5,0.09526720137640879
6,0.08092737870085513
7,0.21476748234505547
8,0.13510987910992198
9,0.2587027432478797
10,0.29565278511238036
11,0.2349813853547818
12,0.10596761183323257
13,0.25783332083480043
14,0.09167261162979373
15,0.22916667092332774
16,0.0918515438131403
17,0.2865510976489976
18,0.3563884133850819
19,0.06490410152405104
20,0.1345193052084603
21,0.07034717159706867
22,0.25570040860201737
23,0.17005479999997444
24,0.3113173493872779
25,0.2845207074753135
26,0.06949103606728235
27,0.0744331615267051
28,0.37232448199981627
29,0.19506593288319485
30,0.13565291060306137
31,0.23312342240327305
32,0.072144468217926
33,0.292314762259004
34,0.32424933766210856
35,0.26130241431964785
36,0.20977221646584449
37,0.18716871678559524
38,0.11585843126905061
39,0.2534602837726172
40,0.15491459443663816
41,0.3111591742646362
42,0.21323251956221603
43,0.29525490631961265
44,0.1674126121704578
45,0.22798606922551512
46,0.06140996701493134
47,0.11940097429399833
48,0.3227014673980214
49,0.13696696041550596
50,0.3243331229000026
51,0.08338071335088888
52,0.16426002086330227
53,0.31301880497408596
54,0.37555977978007926
55,0.09549256034696764
56,0.1852227061105089
57,0.3201259509543029
58,0.10100682396549507
59,0.3575548708026972
60,0.10721768715899048
61,0.10839757410777036
62,0.1728358553341955
63,0.23203089085393191
64,0.18373601157111225
65,0.15198536758402106
66,0.07111759773599216
67,0.13243307879605343
68,0.1187947145031881
69,0.14973171376240293
70,0.07160803676038986
71,0.1939079071777534
72,0.25926570397971455
73,0.16316311118215418
74,0.43928365004336056
75,0.29566212904600064
76,0.10224164578188533
77,0.13327088895344405
78,0.10157310933183096
79,0.23005630467555405
80,0.1928252378980389
81,0.19141238695696647
82,0.0919166482266395
83,0.13193918988522624
84,0.11412120011927449
85,0.06998343259647105
86,0.0924235946212201
87,0.23878626854459417
88,0.16419582862791857
89,0.1521556538653188
90,0.20779030532123086
91,0.17380750844939935
92,0.11864324471561996
93,0.12259716868868308
94,0.17381130754566312
95,0.13761386530324232
96,0.2664625417973547
97,0.043118945189529176
98,0.19231146607941865
99,0.2654036283763879
100,0.14864647705174483
101,0.20969128291730324
102,0.08106267435716961
103,0.24037612811365183
104,0.06311146015752406
105,0.10372707513392697
106,0.216741017983814
107,0.09311384144065132
108,0.11800570498746137
109,0.2581534683294999
110,0.2594105465452336
111,0.1921481212313627
112,0.37878921344959093
113,0.0723266284598378
114,0.09430326507474962
115,0.13520847974946124
116,0.1303133306225566
117,0.3769504091055938
118,0.09105758776382784
119,0.15051156652387807
120,0.3197577994034728
121,0.23915229323077566
122,0.29566083126719594
123,0.23498765902948315
124,0.23751697907428043
125,0.08214657880943337
126,0.09406486451546937
127,0.07224630383273505
128,0.09536218592600805
129,0.4125769702520307
130,0.37239206154818527
131,0.13820056474346482
132,0.07319617691633198
133,0.11520543749047633
134,0.07082952216018602
135,0.35719140663698545
136,0.34496796431222876
137,0.19496662374438337
138,0.07399192450709391
139,0.09014851586393292
140,0.2149514121431693
141,0.14789847970684103
142,0.20634149982619066
143,0.34743426488806617
144,0.13320539605126105
145,0.35093505445035106
146,0.18395646235567914
147,0.281520741865027
148,0.10513972699023541
149,0.37290628765044737
150,0.31464500112669586
151,0.2897412954603098
152,0.10667461093176664
153,0.16326967401186832
154,0.24254001428113978
155,0.13491428162787572
156,0.2597479694256156
157,0.17350281881198937
158,0.268898952397994
159,0.07181301784062484
160,0.09323319192934851
161,0.2869550868168753
162,0.4153715603830926
163,0.12217863653407413
164,0.13258290913515694
165,0.10468883177187131
166,0.12214361754427912
167,0.06180390160851283
